"WILAYA","Baladia","latitude","longitude"
"Tizi Ouzou","Sidi Naamane","36.7586177","3.9814233"
"Tizi Ouzou","Souamaa","36.6422876","4.3422178"
"Tizi Ouzou","Souk El Tenine","36.5950832","4.007301"
"Tizi Ouzou","Tadmait","36.7446573","3.9012256"
"Tizi Ouzou","Tigzirt","36.8926614","4.126179"
"Tizi Ouzou","Timizart","36.7978208","4.2461875"
"Tizi Ouzou","Tirmitine","36.6686811","3.9653731"
"Tizi Ouzou","Tizi N'Tleta","36.5460983","4.0576122"
"Tizi Ouzou","Tizi Ghenif","36.5872274","3.7742759"
"Tizi Ouzou","Tizi Ouzou","36.6816175","4.237186"
"Tizi Ouzou","Tizi Rached","36.6789662","4.2086164"
"Tizi Ouzou","Yakouren","36.7346735","4.4396136"
"Tizi Ouzou","Yatafene","36.5519079","4.2557573"
"Tizi Ouzou","Zekri","36.7803397","4.5895193"
"Alger","Ain Benian","36.794666","2.912965"
"Alger","Ain Taya","36.792982","3.288223"
"Alger","Alger Centre","36.770055","3.055515"
"Alger","Bab El Oued","36.79034","3.050299"
"Alger","Bab Ezzouar","36.7215255","3.1808578"
"Alger","Baba Hassen","36.6945292","2.971492"
"Alger","Bachdjarah","36.7230204","3.1078649"
"Alger","Baraki","36.6683624","3.1030581"
"Alger","Ben Aknoun","36.759868","3.01273"
"Alger","Beni Messous","36.7798506","2.9765396"
"Alger","Bir Mourad Rais ","36.7347566","3.036509"
"Alger","Birkhadem","36.7154368","3.0479788"
"Alger","Bir Touta","36.6440317","2.997065"
"Alger","Bologhine","36.8027751","3.0329137"
"Alger","Bordj El Bahri","36.7882304","3.2466183"
"Alger","Bordj EL Kifan","36.7629088","3.2342399"
"Alger","Bourouba","36.7142587","3.1143594"
"Alger","Bouzareah","36.7889994","3.0111866"
"Alger","Casbah","36.7847083","3.0563426"
"Alger","Cheraga","36.7625376","2.9613606"
"Alger","Dar El Beida","36.7060747","3.2022394"
"Alger","Dely Brahim","36.7584995","2.9895885"
"Alger","Djasr Kasentina","36.6971899","3.0766899"
"Alger","Douera","36.6716999","2.9437325"
"Alger","Draria","36.7176056","3.0017172"
"Alger","El Achour","36.7390086","2.9871673"
"Alger","El Biar","36.7671882","3.031297"
"Alger","El Harrach","36.7219537","3.1376396"
"Alger","El Madania","36.74343","3.0642751"
"Alger","El Magharia","36.7312151","3.1099568"
"Alger","El Marsa","36.8107212","3.2377287"
"Alger","El Mouradia","36.7512119","3.0457451"
"Alger","El Hammamet","36.8067906","2.9628472"
"Alger","Herraoua","36.7704526","3.2991496"
"Alger","Hussein Dey","36.7413438","3.0977483"
"Alger","Hydra","36.7428615","3.0257146"
"Alger","Khraissia","36.6687966","2.9920937"
"Alger","Kouba","36.7261263","3.0832848"
"Alger","Eucalyptus","36.6748634","3.1781418"
"Alger","Maalma","36.6808573","2.8780538"
"Alger","Belouizdad","36.7520777","3.0682175"
"Alger","Mohammadia","36.7352126","3.1515365"
"Alger","Oued Koriche","36.786017","3.0429031"
"Alger","Oued Smar","36.7162828","3.1616019"
"Alger","Ouled Chebel","36.6133913","2.9977027"
"Alger","Ouled Fayet","36.7355906","2.9370811"
"Alger","Rahmania","36.6786005","2.9086352"
"Alger","Rais Hamidou","36.8164646","3.0103772"
"Alger","Reghaia","36.7401932","3.3449263"
"Alger","Rouiba ","36.7359951","3.2773255"
"Alger","Saoula","36.6935384","3.0287227"
"Alger","Sidi M'Hamed","36.7640373","3.052289"
"Alger","Sidi Moussa","36.6067315","3.0924465"
"Alger","Souidania","36.7097277","2.9033759"
"Alger","Staoueli","36.7450603","2.8584421"
"Alger","Tessala El Merdja","36.6192349","2.9214551"
"Alger","Zeralda","36.7096512","2.8412246"
"Djelfa","Ain Chouhada","34.2410884","2.5221964"
"Djelfa","Ain El Ibel","34.3550616","3.2238301"
"Djelfa","Ecole kaddache Rabah","35.4313208","3.4614114"
"Djelfa","Aïn Maabed","34.8042072","3.1300421"
"Djelfa","Aïn Oussara","35.4492582","2.9071065"
"Djelfa","Amourah","34.3543114","3.8708648"
"Djelfa","Benhar","35.484908","3.00944"
"Djelfa","Beni Yakoub","36.0254553","4.2339693"
"Djelfa","Birine","35.6350855","3.2272359"
"Djelfa","Bouira Lahdab","35.2437508","3.1439743"
"Djelfa","Charef","34.6270918","2.8059171"
"Djelfa","Dar Chioukh","34.8972924","3.4897249"
"Djelfa","Deldoul","34.2053737","3.2543067"
"Djelfa","Djelfa","34.342841","3.2172531"
"Djelfa","Douis","34.3660796","2.7025089"
"Djelfa","El Guedid","34.6485902","2.6167746"
"Djelfa","El Idrissia","34.4486677","2.5312873"
"Djelfa","El Khemis","35.2889294","2.5956085"
"Djelfa","Feidh El Botma","34.5286598","3.784909"
"Djelfa","Guernini","35.1998234","2.6832462"
"Djelfa","Guettara","33.1616877","4.6848"
"Djelfa","Had Sahary","35.3506602","3.3640573"
"Djelfa","Hassi Bahbah","35.0721457","3.0265016"
"Djelfa","Hassi El Euch","35.1526924","3.2484615"
"Djelfa","Hassi Fedoul","35.4367123","2.2141025"
"Djelfa","Messaad","34.1538348","3.4958059"
"Djelfa","M'Liliha","34.7195744","3.688974"
"Djelfa","Moudjebara","34.5033353","3.4699703"
"Djelfa","Oum Laadham","33.7200204","4.5309925"
"Djelfa","Sed Rahal","33.9488196","3.2254169"
"Djelfa","Selmana","34.1768421","3.6008129"
"Djelfa","Sidi Baizid","35.0579502","3.4304809"
"Djelfa","Sidi Ladjel","35.4381272","2.5157705"
"Djelfa","Tadmit","34.2885352","2.9921017"
"Djelfa","Zaafrane","34.8502549","2.8549624"
"Djelfa","Zaccar","34.4325665","3.3275193"
"Jijel","Bordj Tahar","36.7483018","6.0512774"
"Jijel","Boudria Ben Yadjis","36.5901257","5.7595624"
"Jijel","Bouraoui Belhadef","36.6992926","6.103131"
"Jijel","Boussif Ouled Askeur","36.663596","6.0177536"
"Jijel","Chahna","36.6793738","5.9572034"
"Jijel","Chekfa","36.7712723","5.9612456"
"Jijel","Djemaa Beni Habibi","36.810668","6.1263177"
"Jijel","Djimla","36.5800948","5.8842896"
"Jijel","El Ancer","36.2781877","1.5054697"
"Jijel","El Aouana","36.7716565","5.6114699"
"Jijel","El Kennar Nouchfi","36.8241692","5.96209"
"Jijel","El Milia","36.7514104","6.2744614"
"Jijel","Emir Abdelkader","36.7546904","5.8443228"
"Jijel","Eraguene","36.5864588","5.5812865"
"Jijel","Ghebala","36.62825","6.388218"
"Jijel","Jijel","36.810458","5.771349"
"Jijel","Kaous","36.7701723","5.8136168"
"Jijel","Kheiri Oued Adjoul","36.8577899","6.1573925"
"Jijel","Oudjana","36.7073159","5.8948904"
"Jijel","Ouled Rabah","36.5992597","6.1677345"
"Jijel","Ouled Yahia Khedrouche","36.6907198","6.1901373"
"Jijel","Selma Ben Ziada","36.627165","5.6465791"
"Jijel","Settara","36.7052717","6.3591657"
"Jijel","Sidi Abdelaziz","36.853261","6.051473"
"Jijel","Marouf Larbi","35.1945409","-0.6335319"
"Jijel","Taher","36.7712912","5.897589"
"Jijel","Texenna","36.6605708","5.7909778"
"Jijel","Ziama Mansouriah","36.6721506","5.4808312"
"Setif","Ain Abessa","36.3000482","5.2953337"
"Setif","Ain Arnat","36.1890964","5.3148766"
"Setif","Aïn Azal","35.8173916","5.4918659"
"Setif","Aïn El Kebira","36.3648446","5.5069356"
"Setif","Aïn Lahdjar","35.9404062","5.5408781"
"Setif","Aïn Oulmane","35.9231689","5.2959232"
"Setif","Ain Legradj","36.4111145","4.9033097"
"Setif","Aïn Roua","36.3343734","5.1836626"
"Setif","Aïn Sebt","36.4949511","5.7185575"
"Setif","Aït Nawal M'zada","36.5458685","5.0835695"
"Setif","Aït Tizi","36.5354135","5.1566451"
"Setif","Amoucha","36.3766245","5.4181884"
"Setif","Babor","36.4898622","5.5378293"
"Setif","Bazer Sakra","36.1163229","5.7111139"
"Setif","Beïda Bordj","35.837695","5.6318487"
"Setif","Belaa","36.220694","5.8690571"
"Setif","Beni Chebana","36.4684262","4.8684047"
"Setif","Beni Fouda","36.280316","5.553347"
"Setif","Beni Ouartilane","36.4422585","4.8557425"
"Setif","Beni Hocine","36.259056","5.1123686"
"Setif","Beni Aziz","36.476804","5.6546651"
"Setif","Beni Mouhli","36.5162044","4.9097421"
"Setif","Bir Haddada","35.9618075","5.4581961"
"Setif","Bir El Arch","36.1303925","5.8392064"
"Setif","Bouandas","36.5045875","5.1036159"
"Setif","Bougaa","36.3322264","5.0895897"
"Setif","Bousselam","36.493959","5.0075885"
"Setif","Boutaleb","35.6599645","5.3215529"
"Setif","Dehamcha","36.3835662","5.5924952"
"Setif","Djemila","36.3207427","5.7368073"
"Setif","Draa Kebila","36.4223095","4.9977651"
"Setif","El Eulma","36.1529057","5.6911588"
"Setif","El Ouricia","36.2837674","5.4095661"
"Setif","El Oueldja","36.088243","5.9221989"
"Setif","Guellal","36.0339934","5.3387839"
"Setif","Guelta Zerka","36.20575","5.6799343"
"Setif","Guenzet","36.3372055","4.8239456"
"Setif","Guidjel","36.081278","5.4920263"
"Setif","Hammam Sokhna","35.9767593","5.8083856"
"Setif","Hamma","35.6845243","5.3862787"
"Setif","Hammam Guergour","36.3222697","5.0548526"
"Setif","Harbil","36.3473445","4.9251967"
"Setif","Ksar El Abtal","35.9737047","5.2890497"
"Setif","Maaouia","36.375027","5.7118248"
"Setif","Maoklane","36.396686","5.0769769"
"Setif","Mezloug","36.1074201","5.3371932"
"Setif","Oued El Bared","36.4987475","5.4062315"
"Setif","Ouled Addouane","36.3375879","5.4374755"
"Setif","Ouled Sabor","36.1819425","5.5403857"
"Setif","Ouled Si Ahmed","35.9056975","5.1751389"
"Setif","Ouled Tebben","35.787703","5.0998466"
"Setif","Rasfa","35.8099925","5.2661899"
"Setif","Salah Bey","35.8520786","5.2904883"
"Setif","Serdj el Ghoul","36.5031756","5.6354004"
"Setif","Setif","36.1892751","5.403493"
"Setif","Tachouda","36.267485","5.7400239"
"Setif","Tala Ifacene","36.4543155","5.1174953"
"Setif","Taya","35.9584611","5.9675897"
"Setif","Tella","36.00827","5.7188856"
"Setif","Tizi N'Bechar","36.4314881","5.3598983"
"Saida","Ain El Hadjar","36.3402284","3.8095209"
"Saida","Aïn Skhouna","34.5054288","0.8490051"
"Saida","Aïn Soltane","36.2483226","2.2973227"
"Saida","Doui Thabet","34.8934623","-0.0752179"
"Saida","el-Hassasna","35.273896","-0.9892456"
"Saida","Hounet","35.118267","-0.1487685"
"Saida","Mamora","36.0331234","3.5514666"
"Saida","Moulay Larbi","34.6478952","0.015639"
"Saida","Ouled Brahim","36.2437886","2.9350635"
"Saida","Ouled Khaled","34.8753492","0.1531651"
"Saida","Saïda","34.743349","0.2440764"
"Saida","Sidi Ahmed","34.5495218","0.2592484"
"Saida","Sidi Amar","36.5424676","2.3058921"
"Saida","Sidi Boubekeur","35.0285832","0.0577939"
"Saida","Tircine","34.9022391","0.5551413"
"Saida","Youb","34.921672","-0.208054"
"Skikda","Ain Bouziane","36.5982377","6.7510492"
"Skikda","Ain Charchar","36.7331778","7.2219657"
"Skikda","Ain Kechra","36.801318","6.4610872"
"Skikda","Ain Zouit","36.8892336","6.7861234"
"Skikda","Azzaba","36.7409382","7.1083637"
"Skikda","Bekkouche Lakhdar","36.6939025","7.3105409"
"Skikda","ben azzouz","36.8600024","7.2917539"
"Skikda","Beni Bechir","36.774669","6.9376557"
"Skikda","Beni Oulbane","36.626026","6.6400608"
"Skikda","Beni Zid","36.9124122","6.4762934"
"Skikda","Bin El Ouiden","36.8081951","6.5668371"
"Skikda"," Bouchetata","36.3975766","5.388012"
"Skikda","Cheraia","37.0017763","6.5133033"
"Skikda","Collo","37.0032596","6.5520738"
"Skikda","Djendel Saadi Mohamed","36.7792138","7.1724216"
"Skikda","El Harrouch","36.6514052","6.8360907"
"Skikda","El Ghedir","36.687176","6.9771347"
"Skikda","El Hadaik","36.8252292","6.8890251"
"Skikda","El Marsa","36.8091281","3.2546039"
"Skikda","Emdjez Edchich","36.7051396","6.8043312"
"Skikda","Es Sebt","36.6626464","7.0789293"
"Skikda","Filfila","36.8976496","7.0548176"
"Skikda","Hamadi krouma","36.8616736","6.9294224"
"Skikda","Kanoua","37.0370973","6.4065537"
"Skikda","Kerkera","36.9304439","6.5842202"
"Skikda","Kheneg Mayoum","37.0090418","6.2844786"
"Skikda","Oued Zehour","36.9267502","6.3158927"
"Skikda","Ouldja Boulballout","36.7874067","6.3730027"
"Skikda","Ouled Attia","36.9949643","6.3424894"
"Skikda","Ouled Hbaba","36.5037216","6.9583356"
"Skikda","Oum Toub","36.6889594","6.5758595"
"Skikda","Ramdane Djamel","36.755281","6.8931785"
"Skikda","Salah Bouchaour","36.7044252","6.8563693"
"Skikda","Sidi Mezghiche","36.6782798","6.7218765"
"Skikda","Skikda","36.7545115","6.8856255"
"Skikda","Tamalous","36.8361791","6.6427952"
"Skikda","Zerdaza","36.597632","6.8977391"
"Skikda","Zitouna","36.9888886","6.4592299"
"Sidi Bel Abbes","Aïn El Berd","35.3671349","-0.5120201"
"Sidi Bel Abbes","Aïn Kada","35.136963","-0.855253"
"Sidi Bel Abbes","Aïn Thrid","35.292834","-0.6747741"
"Sidi Bel Abbes","Aïn Tindamine","34.6886678","-0.7205278"
"Sidi Bel Abbes","Aïn Adden","35.3292477","-0.2598628"
"Sidi Bel Abbes","Amarnas","35.0992366","-0.6115103"
"Sidi Bel Abbes","Badredine El Mokrani","35.0096082","-0.8503262"
"Sidi Bel Abbes","Belarbi","35.1516315","-0.4572217"
"Sidi Bel Abbes","Ben Badis","34.9525879","-0.9165478"
"Sidi Bel Abbes","Benachiba Chelia","34.9631365","-0.5637303"
"Sidi Bel Abbes","Bir El Hammam","34.4185366","-0.4995517"
"Sidi Bel Abbes","Boudjebaa El Bordj","35.352307","-0.32418"
"Sidi Bel Abbes","Boukhanafis","35.0654075","-0.7231252"
"Sidi Bel Abbes","Chettouane Belaila","34.9522557","-0.8359357"
"Sidi Bel Abbes","Dhaya","34.6751729","-0.6207708"
"Sidi Bel Abbes","El Hassaiba","34.6999542","-0.7616745"
"Sidi Bel Abbes","Hassi Dahou","35.0709721","-0.5445942"
"Sidi Bel Abbes","Hassi Zahana","35.0256882","-0.8889946"
"Sidi Bel Abbes","Lamtar","35.0713025","-0.7994003"
"Sidi Bel Abbes","Makedra","35.4405925","-0.430481"
"Sidi Bel Abbes","Marhoum","34.4461692","-0.1946242"
"Sidi Bel Abbes","M'Cid","35.1388894","-0.2460847"
"Sidi Bel Abbes","Merine","34.7804163","-0.4511968"
"Sidi Bel Abbes","Mezaourou","35.0006208","-1.9027416"
"Sidi Bel Abbes","Mostefa Ben Brahim","35.1912096","-0.3582163"
"Sidi Bel Abbes","Moulay Slissen","34.822067","-0.7637702"
"Sidi Bel Abbes","Oued Sebaa","34.5854841","-0.7069504"
"Sidi Bel Abbes","Oued Sefioun","35.0667195","-0.3574097"
"Sidi Bel Abbes","Oued Taourira","34.6191233","-0.3379739"
"Sidi Bel Abbes","Ras El Ma","34.5009186","-0.7850292"
"Sidi Bel Abbes","Redjem Demouche","34.4271075","-0.8097742"
"Sidi Bel Abbes","Sehala Thaoura","35.2009626","-0.8322201"
"Sidi Bel Abbes","Sfisef","35.2355377","-0.2426616"
"Sidi Bel Abbes","Sidi Ali Benyoub","34.94681","-0.7195938"
"Sidi Bel Abbes","Sidi Ali Boussidi","35.1032403","-0.832234"
"Sidi Bel Abbes","Sidi Bel Abbes","34.682268","-0.4357555"
"Sidi Bel Abbes","Sidi Brahim","35.260678","-0.567467"
"Sidi Bel Abbes","Sidi Chaib","34.592923","-0.5467777"
"Sidi Bel Abbes","Sidi Daho De Zairs","35.1174072","-0.9096859"
"Sidi Bel Abbes","Sidi Hamadouche","36.3069598","1.9751208"
"Sidi Bel Abbes","Sidi Khaled","34.3915907","5.0005177"
"Sidi Bel Abbes","Sidi Lahcene","35.1651869","-0.6944968"
"Sidi Bel Abbes","Sidi Yacoub","35.1359102","-0.7844083"
"Sidi Bel Abbes","Tabia","35.0185617","-0.7356603"
"Sidi Bel Abbes","Taoudmout","34.5871595","-0.1101204"
"Sidi Bel Abbes","Tafissour","34.6930838","-0.2009292"
"Sidi Bel Abbes","Teghalimet","34.8871286","-0.5499177"
"Sidi Bel Abbes","Telagh","34.7797863","-0.5715147"
"Sidi Bel Abbes","Tenira","35.0199515","-0.5300619"
"Sidi Bel Abbes","Tessala","35.2434637","-0.7725438"
"Sidi Bel Abbes","Tilmouni","35.1749015","-0.5477752"
"Sidi Bel Abbes","Zerouala","35.2416128","-0.5219765"
"Annaba","Ain Berda","36.6505266","7.5913268"
"Annaba","Annaba","36.8982165","7.7549272"
"Annaba","Berrahal","36.8353153","7.4597229"
"Annaba","Chetaibi","37.0650385","7.379979"
"Annaba","Cheurfa","36.7211099","7.5558838"
"Annaba","El Bouni","36.8548275","7.7413708"
"Annaba","Eulma","36.1529057","5.6911588"
"Annaba","El Hadjar","36.8039598","7.7371328"
"Annaba","Oued El Aneb","36.8809358","7.4892009"
"Annaba","Seraidi","36.9115192","7.6752692"
"Annaba","Sidi Amar","36.5424676","2.3058921"
"Annaba","Treat","36.8978997","7.4275222"
"Guelma","Ain Ben Beida","36.615568","7.6957538"
"Guelma","Ain Larbi","36.2645652","7.396279"
"Guelma","Ain Makhlouf","36.2427266","7.2491244"
"Guelma","Ain Regada","36.2605777","7.0745477"
"Guelma","Ain Sandel","36.2430823","7.5132309"
"Guelma","Belkheir","36.4634182","7.4763788"
"Guelma","Ben Djerrah","36.4300648","7.3662459"
"Guelma","Beni Mezline","36.480427","7.6041179"
"Guelma","Bordj Sabat","36.4018393","7.0456039"
"Guelma","Bouhachana","36.3065299","7.5089254"
"Guelma","Bouhamdane","36.4637898","7.112547"
"Guelma","Bouati Mahmoud","36.5910241","7.3278775"
"Guelma","Boucheghouf","36.4704821","7.7290561"
"Guelma","Boumahra Ahmed","36.4604068","7.5143095"
"Guelma","Dahouara","36.351438","7.7331215"
"Guelma","Djebala Khemissi","36.4640001","7.5696141"
"Guelma","El Fedjoudj","36.5042115","7.4013726"
"Guelma","Guelaat Bou Sbaa","36.5464868","7.4738525"
"Guelma","Guelma","36.3491635","7.409499"
"Guelma","Hammam Debagh","36.4602654","7.2676947"
"Guelma","Hammam Nbail","36.3255156","7.640326"
"Guelma","Heliopolis","36.5306234","7.4348224"
"Guelma","Nechmaya","36.6111841","7.5132917"
"Guelma","Khezara","36.3681295","7.5278729"
"Guelma","Medjez Amar","36.4454517","7.3126782"
"Guelma","Medjez Sfa","36.4330511","7.7839301"
"Guelma","Houari Boumedienne","36.1692559","6.165897"
"Guelma","Oued Cheham","36.3789251","7.7650648"
"Guelma","Oued Fragha","36.5565735","7.7148083"
"Guelma","Oued Zenati","36.3130761","7.164528"
"Guelma","Ras El Agba","36.3737207","7.2234313"
"Guelma","Roknia","36.547749","7.2307191"
"Guelma","Selloua Anouna","36.3867677","7.250702"
"Guelma","Tamlouka","36.1592954","7.1399798"
"Constantine","Aïn Abid","36.2489875","6.9419888"
"Constantine","Aïn Smara","36.266467","6.4969576"
"Constantine","Ben Badis","34.9525879","-0.9165478"
"Constantine","Beni Hamidene","36.5069941","6.5489049"
"Constantine","Constantine","36.364519","6.60826"
"Constantine","Didouche Mourad","36.1659824","6.1677023"
"Constantine","El Khroub","36.2603681","6.6970014"
"Constantine","Hamma Bouziane","36.4248981","6.6008903"
"Constantine","Ibn Ziad","36.3829267","6.4720589"
"Constantine","Messaoud Boudjriou","36.4255439","6.472258"
"Constantine","Ouled Rahmoun","36.1788485","6.701422"
"Constantine","Zighoud Youcef","36.5327005","6.7091586"
"Medea","Aïn Boucif","35.8354145","3.1577821"
"Medea","Aïn Ouksir","35.8536954","3.4698518"
"Medea","El Aïssaouia","36.4192489","3.2148733"
"Medea","Aziz","35.8239347","2.4517089"
"Medea","Baata","36.3458351","3.1102247"
"Medea","Benchicao","36.2001615","2.8526038"
"Medea","Beni Slimane","36.230723","3.3104153"
"Medea","Berrouaghia","36.1352805","2.9172738"
"Medea","Bir Ben Abed","36.1925121","3.4197517"
"Medea","Boghar","35.910616","2.7173772"
"Medea","Bouaiche","35.5538128","2.358512"
"Medea","Bouaichoune","36.1465322","2.6613294"
"Medea","Bouchrahil","36.2531365","3.1558039"
"Medea","Boughezoul","35.7030326","2.8431693"
"Medea","Bousekene","36.1911397","3.2365411"
"Medea","Chahbounia","35.5415407","2.6037738"
"Medea","Chelalat El Adhoura","35.9396178","3.4140092"
"Medea","Cheniguel","35.9234302","3.5668505"
"Medea","Derrag","35.9079962","2.3881316"
"Medea","Djouab","36.1376161","3.4264841"
"Medea","Draa Esmar","36.2749286","2.7183445"
"Medea","El Azizia","36.2872185","3.4945428"
"Medea","El Guelb Kebir","36.2556406","3.4168521"
"Medea","El Hamdania","36.3620816","2.767105"
"Medea","Deux Bassins","36.4694702","3.2994088"
"Medea","El Omaria","36.2671619","3.0270877"
"Medea","El Aouinet","35.8932925","3.035866"
"Medea","Hannacha","36.1895198","2.5666083"
"Medea","Kef Lakhdar","35.9516783","3.299887"
"Medea","Khams Djouamaa","36.1582642","3.1405208"
"Medea","Ksar El Boukhari","35.8758381","2.7484133"
"Medea","Meghraoua","36.3513782","3.5345936"
"Medea","Médéa","35.9752045","3.0123504"
"Medea","Moudjbar","35.951996","2.8222098"
"Medea","Mezerana","36.3602788","3.3589456"
"Medea","Mefatha","35.8833487","2.9363668"
"Medea","Mihoub","36.3515006","3.4754829"
"Medea","Ouamri","36.2321878","2.5656189"
"Medea","Oued Harbil","36.5371238","1.755045"
"Medea","Ouled Antar","35.9461818","2.6009942"
"Medea","Ouled Bouachra","36.1019093","2.7121868"
"Medea","Ouled Brahim","36.2437886","2.9350635"
"Medea","Ouled Deide","36.112135","3.0142787"
"Medea","Ouled Maaref","35.8156097","3.0336045"
"Medea","Ouled Hellal","35.9668362","2.531823"
"Medea","Oum El Djalil","35.8276529","2.6239093"
"Medea","Ouzera","36.2526315","2.8466043"
"Medea","sidi errabia","36.0278906","3.1381565"
"Medea","Saneg","35.8513982","2.8390673"
"Medea","Sedraia","36.2427468","3.5287095"
"Medea","Seghouane","36.0008943","2.905162"
"Medea","Si Mahdjoub","36.1613133","2.7215517"
"Medea","Sidi Damed","35.8706851","3.2547826"
"Medea","Sidi Naamane","36.7586177","3.9814233"
"Medea","sidi rabie","36.7668022","2.9465979"
"Medea","Sidi Zahar","36.0663761","3.3326983"
"Medea","Sidi Ziane","36.0353418","3.2499783"
"Medea","Souagui","36.1255019","3.265101"
"Medea","Tablat","36.4127653","3.3097893"
"Medea","Tafraout","35.9721175","3.3527874"
"Medea","Tamesguida","36.3223888","2.6895235"
"Medea","Tizi Mahdi","36.2029612","2.7754465"
"Medea","Tlatet Eddouair","35.9805903","2.9637406"
"Medea","Zoubiria","36.0697903","2.9044757"
"Mostaganem","Achaacha","36.2445994","0.6355803"
"Mostaganem","Ain Boudinar","36.0088805","0.1885883"
"Mostaganem","Ain Nouissy","35.8037574","0.0444501"
"Mostaganem","Ain Sidi Cherif","35.8333915","0.1242288"
"Mostaganem","Ain Tedles","35.9990969","0.294879"
"Mostaganem","Abdelmalek Ramdane","36.1052802","0.2734995"
"Mostaganem","Bouguirat","35.7502319","0.2566146"
"Mostaganem","Fornaka","35.7519675","-0.0167043"
"Mostaganem","El Hadjadj","36.0154871","1.3771856"
"Mostaganem","Hassi Mameche","35.8607135","0.0734609"
"Mostaganem","El Hassiane","35.753521","0.1203463"
"Mostaganem","Khadra","36.2541082","0.5747888"
"Mostaganem","Kheireddine","35.9811156","0.1684521"
"Mostaganem","Mansourah","34.8730025","-1.3296478"
"Mostaganem","Mazagran","35.8964789","0.0729531"
"Mostaganem","Mesra","35.8372794","0.1693314"
"Mostaganem","Mostaganem","36.0026915","0.3686867"
"Mostaganem","Nekmaria","36.1824103","0.6240313"
"Mostaganem","Oued El Kheir","35.9505981","0.3827433"
"Mostaganem","Ouled Boughalem","36.3189929","0.6693715"
"Mostaganem","Ouled Maaleh","36.0082339","0.5931818"
"Mostaganem","Safsaf","35.8439772","0.3790103"
"Mostaganem","Sayada","35.9509663","0.13103"
"Mostaganem","Sidi Ali","36.0997945","0.4206226"
"Mostaganem","Sidi Belattar","36.0261372","0.2738849"
"Mostaganem","Sidi Lakhdar","36.2656357","2.1617628"
"Mostaganem","Sirat","35.7791368","0.1896639"
"Mostaganem","Souaflia","35.86123","0.3321468"
"Mostaganem","Sour","35.9994004","0.3381689"
"Mostaganem","Stidia","35.8329584","-0.0035725"
"Mostaganem","Tazgait","36.0945236","0.5498837"
"Mostaganem"," blad Touahria","35.8106097","0.2109301"
"Msila","Ain El Hadjel","35.6179388","3.8654197"
"Msila","Ain El Melh","34.8470491","4.1634964"
"Msila","Aïn Fares","35.4813571","0.24453"
"Msila","Ain Khadra","35.5452659","4.9354504"
"Msila","Aïn Errich","34.6789584","4.0956662"
"Msila","Belaiba","35.527774","5.1546938"
"Msila","Ben Srour","34.991345","4.5550981"
"Msila","Beni Ilmene","35.9483559","4.1197605"
"Msila","Benzouh","35.4240333","4.0262896"
"Msila","Berhoum","35.654979","5.0344441"
"Msila","Bir Foda","34.8214333","3.7605054"
"Msila","Bou Saada","35.2133123","4.1809702"
"Msila","Bouti Sayah","35.6411261","3.6930562"
"Msila","Chellal","35.5186792","4.3860919"
"Msila","Dehahna","35.7324908","5.0109298"
"Msila","Djebel Messaad","34.9930304","4.0907504"
"Msila","El Hamel","35.1308796","4.0879174"
"Msila","El Houamed","35.167244","4.5596132"
"Msila","Hammam Dhalaa","35.9280639","4.374637"
"Msila","Khettouti Sed El Djir","35.6304682","4.1774991"
"Msila","Khoubana","35.3393724","4.5684702"
"Msila","Maadid","35.7974467","4.7564949"
"Msila","Maarif","35.5924492","-0.233804"
"Msila","Magra","35.6163647","5.1014147"
"Msila","M'Cif","35.3260684","4.792145"
"Msila","Medjedel","35.1467087","3.6793899"
"Msila","Menaa District","35.0926941","6.013753"
"Msila","Mohamed Boudiaf","34.8991073","4.4297754"
"Msila","M'Sila","35.1300205","4.2003107"
"Msila","M'Tarfa","35.6888728","4.6525054"
"Msila","Ouanougha","35.9682258","4.1599293"
"Msila","Ouled Addi Guebala","35.6711423","4.878972"
"Msila","Ouled Derradj","35.6721703","4.7876916"
"Msila","Ouled Madhi","35.4901754","4.6041787"
"Msila","Ouled Mansour","35.5375527","5.018738"
"Msila","Ouled Sidi Brahim","35.3510379","4.1387382"
"Msila","Ouled Slimane","34.9270365","4.8569699"
"Msila","Oultem","35.1186463","4.3743574"
"Msila","Sidi Aïssa","35.8838359","3.7803723"
"Msila","Sidi Ameur","35.3814589","3.9068512"
"Msila","Sidi Hadjeres","35.677234","4.0378913"
"Msila","Sidi M'Hamed","36.7644238","3.0496319"
"Msila","Slim","34.8953467","3.7350935"
"Msila","Souamaa","36.6422876","4.3422178"
"Msila","Tamsa","35.1733735","3.9276122"
"Msila","Tarmount","35.8190907","4.2859961"
"Msila","Zerzour","35.0848905","4.8341773"
"Mascara","Aïn Fares","35.4813571","0.24453"
"Mascara","Ain Fekan","35.2246587","-0.0052397"
"Mascara","Ain Ferah","35.382409","0.7830416"
"Mascara","Aïn Fras","35.4813571","0.24453"
"Mascara","Alaimia","35.6739515","-0.2205391"
"Mascara","Aouf","35.0971656","0.3563773"
"Mascara","Beniane","35.0990718","0.2301186"
"Mascara","Bou Henni","35.561548","-0.0885759"
"Mascara","Bouhanifia","35.3151029","-0.0486241"
"Mascara","Chorfa","35.4306621","-0.2462883"
"Mascara","El Bordj","35.5161559","0.2975734"
"Mascara","El Gaada","35.4266234","-0.3129183"
"Mascara","El Ghomri","35.6883106","0.2069806"
